date,yield1,yield2,yield3,yield4,yield5,yield6,yield7,yield8,yield9,yield10
2015-01-30,3.0963,3.1553,3.2198,3.33,3.4117,3.43,3.4402,3.4574,3.4795,3.5019
2015-02-02,3.0832,3.1417,3.2044,3.3,3.3753,3.39,3.4036,3.4247,3.4491,3.4729
2015-02-03,3.0907,3.1432,3.2033,3.32,3.3787,3.39,3.3901,3.4035,3.4287,3.4533
2015-02-04,3.0906,3.1288,3.1788,3.3,3.3697,3.38,3.3851,3.4014,3.4305,3.4589
2015-02-05,3.0804,3.082,3.098,3.23,3.3384,3.36,3.368,3.3804,3.3908,3.4018
2015-02-06,3.0912,3.1066,3.1377,3.25,3.3498,3.37,3.3843,3.4019,3.417,3.4325
2015-02-09,3.0856,3.1147,3.1536,3.25,3.328,3.35,3.358,3.3776,3.4007,3.4236
2015-02-10,3.0932,3.1102,3.1443,3.25,3.3277,3.34,3.3453,3.3647,3.3977,3.4299
2015-02-11,3.0928,3.1037,3.1308,3.23,3.2856,3.29,3.2982,3.3221,3.3598,3.3955
2015-02-12,3.0872,3.0947,3.1145,3.19,3.2509,3.27,3.2718,3.3008,3.3449,3.3865
2015-02-13,3.0859,3.086,3.0872,3.15,3.2167,3.24,3.2613,3.2915,3.3236,3.3552
2015-02-15,3.0656,3.066,3.0733,3.14,3.2118,3.23,3.2413,3.2692,3.3164,3.3625
2015-02-16,3.0801,3.0527,3.0588,3.13,3.1967,3.22,3.2206,3.2477,3.2933,3.3374
2015-02-17,3.0624,3.0744,3.0948,3.14,3.1974,3.22,3.2314,3.2609,3.2999,3.3373
2015-02-25,3.0353,3.0524,3.0764,3.13,3.1821,3.19,3.1982,3.2336,3.2942,3.349
2015-02-26,3.0353,3.0525,3.0762,3.13,3.1934,3.22,3.2258,3.2606,3.3108,3.3594
2015-02-27,3.0438,3.0786,3.1142,3.16,3.2128,3.23,3.2412,3.275,3.3255,3.3745
2015-02-28,3.0396,3.0866,3.1311,3.18,3.2164,3.22,3.2257,3.255,3.3089,3.3602
2015-03-02,3.0488,3.0959,3.1428,3.19,3.233,3.26,3.2745,3.307,3.3481,3.3883
2015-03-03,3.0341,3.0843,3.1364,3.19,3.2541,3.28,3.3022,3.3333,3.368,3.4022
2015-03-04,3.0291,3.0928,3.1524,3.2,3.2406,3.27,3.2926,3.3227,3.3549,3.3869
2015-03-05,3.0518,3.1269,3.1961,3.24,3.2882,3.32,3.3427,3.3731,3.405,3.4369
2015-03-06,3.0576,3.1643,3.2515,3.28,3.3015,3.32,3.3425,3.3787,3.4277,3.4753
2015-03-09,3.0787,3.1728,3.2563,3.3,3.3327,3.37,3.3962,3.4284,3.4602,3.4922
2015-03-10,3.0812,3.1837,3.2711,3.31,3.3269,3.35,3.3624,3.4041,3.4649,3.5228
2015-03-11,3.0615,3.1377,3.2085,3.26,3.2969,3.31,3.3161,3.3461,3.3838,3.4466
2015-03-12,3.0495,3.1288,3.2016,3.25,3.2825,3.29,3.2961,3.329,3.381,3.4412
2015-03-13,3.0944,3.1602,3.226,3.29,3.3305,3.34,3.3411,3.3742,3.4328,3.4879
2015-03-16,3.0944,3.165,3.2356,3.29,3.3397,3.37,3.383,3.4236,3.4775,3.5301
2015-03-17,3.1142,3.1675,3.2207,3.27,3.3201,3.36,3.3902,3.4364,3.4901,3.5428
2015-03-18,3.1042,3.1687,3.2332,3.29,3.3404,3.38,3.4101,3.454,3.5035,3.5519
2015-03-19,3.0992,3.1629,3.2267,3.28,3.3357,3.37,3.4051,3.4462,3.4908,3.5348
2015-03-20,3.102,3.1589,3.2157,3.26,3.2943,3.33,3.371,3.4116,3.4537,3.4958
2015-03-23,3.1032,3.1745,3.2458,3.28,3.3029,3.35,3.3976,3.4334,3.4626,3.4933
2015-03-24,3.1031,3.1734,3.2487,3.28,3.3086,3.36,3.4079,3.4402,3.4609,3.4841
2015-03-25,3.1183,3.1775,3.2367,3.28,3.3254,3.37,3.4066,3.4417,3.4721,3.5037
2015-03-26,3.1483,3.1929,3.2376,3.3,3.3799,3.44,3.4934,3.5223,3.5316,3.544
2015-03-27,3.1833,3.215,3.2466,3.32,3.4271,3.46,3.4838,3.5145,3.5407,3.5678
2015-03-30,3.1833,3.23,3.2766,3.36,3.4526,3.5,3.532,3.5586,3.57,3.5849
2015-03-31,3.2236,3.2651,3.3066,3.38,3.4625,3.55,3.6047,3.6306,3.6392,3.6483
2015-04-01,3.2186,3.2552,3.2917,3.36,3.4525,3.5,3.5475,3.5757,3.5857,3.5997
2015-04-02,3.1743,3.2176,3.2609,3.33,3.4113,3.46,3.502,3.5257,3.5333,3.5438
2015-04-03,3.1753,3.2181,3.261,3.32,3.4013,3.5,3.556,3.5655,3.5692,3.572
2015-04-07,3.1801,3.2282,3.2764,3.36,3.4549,3.51,3.5579,3.5816,3.5891,3.5987
2015-04-08,3.1802,3.2411,3.302,3.38,3.4749,3.57,3.6486,3.675,3.6843,3.6938
2015-04-09,3.1202,3.1991,3.2779,3.37,3.4671,3.57,3.6547,3.6837,3.6938,3.704
2015-04-10,3.1602,3.2085,3.2571,3.35,3.4695,3.56,3.6389,3.6715,3.6823,3.6947
2015-04-13,3.1602,3.219,3.2779,3.37,3.467,3.53,3.5864,3.6248,3.6442,3.6685
2015-04-14,3.1302,3.166,3.2023,3.32,3.4744,3.53,3.5624,3.5936,3.6049,3.6211
2015-04-15,3.1002,3.1412,3.1827,3.29,3.417,3.49,3.541,3.5721,3.5819,3.5954
2015-04-16,3.0729,3.1358,3.1988,3.3,3.4207,3.49,3.5329,3.5499,3.5563,3.56
2015-04-17,3.1628,3.1946,3.2273,3.3,3.3977,3.48,3.5307,3.5501,3.5577,3.5627
2015-04-20,3.0872,3.1192,3.1526,3.23,3.3165,3.37,3.4094,3.4362,3.4452,3.4554
2015-04-21,3.0092,3.0629,3.1193,3.2,3.2857,3.33,3.357,3.3822,3.3932,3.4055
2015-04-22,3.0152,3.0783,3.145,3.22,3.2891,3.34,3.3776,3.3945,3.4005,3.4052
2015-04-23,2.9713,3.0931,3.2109,3.26,3.2936,3.38,3.4118,3.4139,3.4149,3.4151
2015-04-24,2.9276,3.0838,3.2255,3.28,3.3075,3.37,3.42,3.4349,3.4411,3.4454
2015-04-27,2.8663,3.0224,3.1722,3.24,3.274,3.33,3.3712,3.3868,3.3922,3.3952
2015-04-28,2.8266,3.0108,3.1735,3.24,3.2623,3.31,3.3512,3.3697,3.3759,3.3804
2015-04-29,2.8267,3.0048,3.1664,3.23,3.2581,3.31,3.3617,3.3856,3.3935,3.4
2015-04-30,2.694,2.9479,3.1561,3.23,3.2533,3.32,3.3503,3.3503,3.3503,3.3503
2015-05-04,2.7296,2.9425,3.1421,3.23,3.2656,3.32,3.3516,3.37,3.376,3.3804
2015-05-05,2.7278,2.952,3.1496,3.23,3.2599,3.32,3.3623,3.3861,3.394,3.4006
2015-05-06,2.708,2.9396,3.1516,3.24,3.2788,3.37,3.4324,3.4467,3.4512,3.456
2015-05-07,2.6912,2.9164,3.1273,3.22,3.2828,3.39,3.44,3.44,3.44,3.4401
2015-05-08,2.6821,2.8935,3.0917,3.19,3.2484,3.35,3.4002,3.394,3.3814,3.3703
2015-05-11,2.6562,2.8605,3.0523,3.15,3.217,3.35,3.41,3.4026,3.388,3.3752
2015-05-12,2.5691,2.7899,2.9941,3.09,3.1677,3.33,3.41,3.408,3.4038,3.4002
2015-05-13,2.4501,2.7139,2.9361,3.01,3.0637,3.27,3.3914,3.3973,3.3996,3.4002
2015-05-14,2.3557,2.6248,2.8524,2.93,2.9869,3.22,3.3672,3.3761,3.3795,3.3803
2015-05-15,2.344,2.5626,2.7681,2.92,3.0508,3.24,3.3559,3.3789,3.3876,3.3907
2015-05-18,2.374,2.5985,2.8204,2.96,3.082,3.25,3.3586,3.3922,3.4046,3.4109
2015-05-19,2.4574,2.6794,2.8995,3.01,3.1007,3.26,3.3746,3.4105,3.4235,3.4311
2015-05-20,2.4391,2.6438,2.8494,2.99,3.1197,3.29,3.3918,3.4155,3.4244,3.4282
2015-05-21,2.4373,2.6416,2.8446,2.99,3.1151,3.28,3.3874,3.4123,3.4216,3.4257
2015-05-22,2.3822,2.6078,2.8293,3.0,3.1538,3.29,3.3723,3.4005,3.4106,3.416
2015-05-25,2.2462,2.5413,2.8389,3.01,3.1707,3.31,3.3874,3.4155,3.4255,3.431
2015-05-26,2.0338,2.4745,2.895,3.08,3.1997,3.36,3.4597,3.499,3.5127,3.5214
2015-05-27,1.8707,2.397,2.8766,3.08,3.1597,3.36,3.485,3.4985,3.5038,3.5055
2015-05-28,1.9369,2.4314,2.9029,3.14,3.3171,3.51,3.5874,3.5812,3.5696,3.5652
2015-05-29,1.9387,2.4457,2.9196,3.14,3.2924,3.5,3.5831,3.5912,3.5944,3.5954
2015-06-01,1.9947,2.4763,2.924,3.16,3.3434,3.54,3.6243,3.6349,3.6391,3.6404
2015-06-02,1.9651,2.4482,2.8957,3.12,3.2809,3.48,3.566,3.5804,3.5861,3.588
2015-06-03,1.9356,2.4302,2.8868,3.1,3.2647,3.46,3.562,3.5934,3.6051,3.6111
2015-06-04,1.8813,2.4008,2.8782,3.1,3.2512,3.44,3.5419,3.5734,3.5851,3.5912
2015-06-05,1.8763,2.3931,2.8672,3.09,3.2418,3.43,3.5273,3.5618,3.5743,3.5814
2015-06-08,1.8576,2.3824,2.8603,3.08,3.2459,3.42,3.5116,3.5434,3.5549,3.5613
2015-06-09,1.7786,2.3442,2.8572,3.09,3.2453,3.41,3.5014,3.5367,3.549,3.5565
2015-06-10,1.7097,2.325,2.88,3.1,3.2527,3.42,3.5181,3.5642,3.5796,3.5912
2015-06-11,1.7103,2.3379,2.9023,3.13,3.2733,3.45,3.5462,3.5926,3.6082,3.6197
2015-06-12,1.687,2.3278,2.9018,3.12,3.2518,3.43,3.5404,3.5918,3.609,3.6226
2015-06-15,1.6482,2.3263,2.9282,3.15,3.2833,3.46,3.5769,3.6334,3.652,3.6681
2015-06-16,1.6407,2.3326,2.9342,3.15,3.2756,3.44,3.5394,3.5836,3.5984,3.6099
2015-06-17,1.689,2.3643,2.9468,3.15,3.2737,3.43,3.5296,3.5766,3.5922,3.6052
2015-06-18,1.7044,2.3682,2.8998,3.13,3.2044,3.36,3.4926,3.5411,3.5584,3.573
2015-06-19,1.7494,2.3287,2.8662,3.1,3.1853,3.37,3.5115,3.5548,3.571,3.5825
2015-06-23,1.7159,2.3244,2.857,3.1,3.1923,3.38,3.528,3.5752,3.5924,3.6054
2015-06-24,1.7165,2.329,2.8687,3.12,3.2127,3.4,3.5318,3.5783,3.5951,3.6079
2015-06-25,1.7128,2.3252,2.8699,3.12,3.2129,3.4,3.5317,3.5751,3.591,3.6028
2015-06-26,1.7628,2.3226,2.8662,3.12,3.2134,3.4,3.5322,3.5785,3.5951,3.608
2015-06-29,1.7528,2.327,2.8859,3.11,3.2278,3.41,3.5307,3.5751,3.5907,3.603
2015-06-30,1.7378,2.343,2.8973,3.13,3.2084,3.4,3.5338,3.5722,3.5871,3.5976
2015-07-01,1.7378,2.3517,2.8917,3.1,3.1678,3.38,3.5464,3.5865,3.6023,3.6127
2015-07-02,1.7745,2.3481,2.8785,3.1,3.1822,3.41,3.5639,3.5997,3.6139,3.6223
2015-07-03,1.774,2.3613,2.8843,3.09,3.1587,3.38,3.5252,3.5541,3.5657,3.5719
2015-07-06,1.7455,2.3164,2.8328,3.04,3.1125,3.32,3.4527,3.4769,3.4866,3.4917
2015-07-07,1.9155,2.3714,2.8252,3.04,3.1321,3.32,3.4151,3.4283,3.4337,3.4361
2015-07-08,2.2655,2.5534,2.8402,3.01,3.1249,3.35,3.4481,3.4434,3.4355,3.4307
2015-07-09,2.2655,2.5407,2.8148,2.98,3.1061,3.34,3.4399,3.4386,3.4365,3.4358
2015-07-10,2.3555,2.5895,2.8226,2.99,3.1226,3.35,3.4698,3.4816,3.4865,3.4885
2015-07-13,2.4455,2.6425,2.8391,3.0,3.1448,3.36,3.4741,3.4911,3.4981,3.5014
2015-07-14,2.4486,2.6482,2.8475,3.02,3.1711,3.38,3.5016,3.5217,3.53,3.5341
2015-07-15,2.4368,2.6429,2.8486,3.02,3.1715,3.38,3.5098,3.5342,3.544,3.5495
2015-07-16,2.4471,2.6483,2.8485,3.0,3.1569,3.37,3.4962,3.5218,3.5301,3.5208
2015-07-17,2.4501,2.6507,2.8487,3.01,3.1563,3.35,3.4706,3.4959,3.5061,3.5123
2015-07-20,2.4583,2.6548,2.8503,3.01,3.1573,3.34,3.4623,3.4884,3.4967,3.5009
2015-07-21,2.4417,2.6323,2.8201,3.0,3.1765,3.37,3.4773,3.5037,3.5143,3.5214
2015-07-22,2.4071,2.63,2.8485,3.01,3.1586,3.37,3.4825,3.502,3.51,3.5145
2015-07-23,2.3335,2.588,2.8373,3.02,3.1658,3.33,3.4284,3.4593,3.4705,3.4751
2015-07-24,2.336,2.5865,2.8378,3.01,3.1576,3.3,3.3986,3.4386,3.4526,3.4602
2015-07-27,2.3113,2.5716,2.8309,3.01,3.1596,3.31,3.4093,3.4426,3.4546,3.4602
2015-07-28,2.2617,2.5659,2.8654,3.03,3.1501,3.32,3.4078,3.4272,3.4362,3.4401
2015-07-29,2.2388,2.5331,2.8202,3.01,3.1553,3.31,3.3938,3.4178,3.4267,3.4302
2015-07-30,2.2318,2.5585,2.8682,3.04,3.1617,3.31,3.3945,3.4244,3.4352,3.4402
2015-07-31,2.253,2.5707,2.8712,3.05,3.1798,3.36,3.4468,3.4639,3.472,3.4752
2015-08-03,2.3038,2.5997,2.8888,3.07,3.2048,3.38,3.4613,3.4672,3.4696,3.47
2015-08-04,2.3254,2.604,2.8777,3.05,3.1981,3.38,3.4613,3.4673,3.4696,3.47
2015-08-05,2.2428,2.575,2.8852,3.07,3.203,3.38,3.4614,3.4673,3.4696,3.4701
2015-08-06,2.2073,2.5576,2.8867,3.05,3.1646,3.36,3.4599,3.46,3.46,3.46
2015-08-07,2.1753,2.5458,2.8891,3.06,3.1633,3.33,3.4204,3.4433,3.452,3.4553
2015-08-10,2.1843,2.5481,2.8876,3.06,3.1799,3.33,3.4224,3.4566,3.4689,3.4755
2015-08-11,2.2433,2.6125,2.9594,3.13,3.2516,3.42,3.504,3.5184,3.524,3.5256
2015-08-12,2.3181,2.6458,2.9635,3.14,3.2661,3.43,3.5191,3.5331,3.5386,3.5402
2015-08-13,2.2883,2.6218,2.9397,3.12,3.2649,3.41,3.4856,3.505,3.5124,3.5153
2015-08-14,2.3273,2.6216,2.9117,3.1,3.2558,3.42,3.4883,3.4995,3.5039,3.5052
2015-08-17,2.2466,2.5957,2.9324,3.12,3.2521,3.43,3.5033,3.5128,3.5167,3.5176
2015-08-18,2.2621,2.5994,2.9249,3.11,3.2623,3.44,3.5104,3.5118,3.5124,3.5126
2015-08-19,2.2571,2.5982,2.9263,3.12,3.2705,3.44,3.5119,3.5174,3.5196,3.5201
2015-08-20,2.2608,2.5983,2.9211,3.12,3.2723,3.45,3.5199,3.5166,3.5104,3.5051
2015-08-21,2.2608,2.5949,2.9132,3.1,3.2463,3.43,3.5048,3.5026,3.4985,3.4951
2015-08-24,2.2807,2.6141,2.9325,3.11,3.2399,3.42,3.4898,3.4854,3.4771,3.4701
2015-08-25,2.28,2.6179,2.9376,3.09,3.202,3.4,3.4788,3.4741,3.4652,3.4577
2015-08-26,2.2657,2.6039,2.9234,3.08,3.1924,3.38,3.4548,3.449,3.4381,3.429
2015-08-27,2.2661,2.6081,2.9256,3.07,3.1689,3.33,3.3999,3.3977,3.3935,3.3902
2015-08-28,2.2735,2.6081,2.9202,3.06,3.1634,3.32,3.3762,3.3788,3.3799,3.3803
2015-08-31,2.2519,2.6069,2.9311,3.06,3.1345,3.28,3.33,3.3294,3.3284,3.3252
2015-09-01,2.2628,2.6191,2.9348,3.05,3.1178,3.26,3.3149,3.3115,3.3052,3.3002
2015-09-02,2.2586,2.6202,2.9493,3.07,3.1428,3.27,3.3149,3.3115,3.3052,3.3002
2015-09-06,2.254,2.6155,2.9405,3.07,3.1459,3.28,3.3249,3.3237,3.3217,3.3203
2015-09-07,2.2643,2.6338,2.9659,3.1,3.1924,3.31,3.3499,3.3464,3.3401,3.3353
2015-09-08,2.2737,2.6465,2.9774,3.1,3.1763,3.31,3.3564,3.3588,3.3598,3.3603
2015-09-09,2.2543,2.6491,2.9902,3.11,3.1843,3.3,3.3457,3.3469,3.3474,3.3478
2015-09-10,2.2546,2.6511,2.9938,3.12,3.1901,3.31,3.3549,3.3526,3.3484,3.3453
2015-09-11,2.2543,2.6374,2.9765,3.11,3.1918,3.31,3.34,3.3401,3.3401,3.3404
2015-09-14,2.2862,2.6499,2.9708,3.11,3.1718,3.3,3.3448,3.3413,3.335,3.3303
2015-09-15,2.3261,2.6599,2.9683,3.09,3.1562,3.27,3.3149,3.3138,3.3117,3.3104
2015-09-16,2.333,2.6619,2.9681,3.09,3.1413,3.27,3.3248,3.3213,3.315,3.3103
2015-09-17,2.3062,2.6614,2.9822,3.11,3.1666,3.28,3.32,3.32,3.32,3.3204
2015-09-18,2.3292,2.6677,2.9739,3.09,3.1467,3.27,3.3297,3.325,3.3166,3.3105
2015-09-21,2.3271,2.684,2.9905,3.09,3.1419,3.27,3.3249,3.3237,3.3216,3.3204
2015-09-22,2.3078,2.6775,2.9815,3.1,3.1548,3.28,3.3299,3.3288,3.3267,3.3255
2015-09-23,2.3086,2.7111,3.0098,3.11,3.1507,3.28,3.3399,3.3387,3.3366,3.3354
2015-09-24,2.2893,2.7004,2.9981,3.09,3.132,3.26,3.3271,3.3247,3.3206,3.318
2015-09-25,2.3625,2.6949,2.9772,3.08,3.1226,3.26,3.3248,3.321,3.3145,3.3101
2015-09-28,2.4032,2.7033,2.9605,3.05,3.0929,3.24,3.3048,3.3011,3.2948,3.2906
2015-09-29,2.389,2.7003,2.9483,3.02,3.0574,3.2,3.2696,3.2635,3.2529,3.2457
2015-09-30,2.3919,2.6715,2.9183,3.02,3.0529,3.19,3.2598,3.2537,3.2432,3.2362
2015-10-08,2.4031,2.6588,2.9041,3.01,3.0433,3.19,3.2474,3.2455,3.2424,3.2409
2015-10-09,2.4091,2.6396,2.8535,2.94,2.9739,3.11,3.1794,3.1712,3.1574,3.1486
2015-10-10,2.4116,2.6315,2.8389,2.92,2.9538,3.08,3.1539,3.1581,3.1599,3.1612
2015-10-12,2.4269,2.6436,2.8497,2.93,2.9641,3.1,3.1598,3.1567,3.1513,3.1488
2015-10-13,2.4186,2.6359,2.8297,2.9,2.9237,3.06,3.1246,3.1195,3.111,3.1064
2015-10-14,2.4084,2.6263,2.8037,2.86,2.8729,2.99,3.0548,3.0509,3.0445,3.0414
2015-10-15,2.419,2.5908,2.7751,2.86,2.9059,3.05,3.1143,3.1054,3.0905,3.0814
2015-10-16,2.432,2.635,2.8315,2.92,2.966,3.09,3.1446,3.1382,3.1276,3.1216
2015-10-19,2.4286,2.6236,2.8122,2.91,2.9676,3.09,3.1372,3.1327,3.1252,3.1214
2015-10-20,2.4255,2.614,2.792,2.87,2.9058,3.03,3.0796,3.0744,3.0659,3.0615
2015-10-21,2.4273,2.6112,2.7872,2.87,2.9087,3.02,3.0698,3.0673,3.0629,3.0616
2015-10-22,2.4234,2.6059,2.7827,2.86,2.8962,3.02,3.0744,3.0679,3.0573,3.0516
2015-10-23,2.4454,2.6099,2.7779,2.85,2.8865,3.01,3.0598,3.0552,3.0474,3.04
2015-10-26,2.4237,2.5905,2.7533,2.82,2.8562,2.97,3.0156,3.0183,3.0197,3.02
2015-10-27,2.3748,2.5492,2.7139,2.78,2.8112,2.93,2.9772,2.9789,2.9798,2.98
2015-10-28,2.3698,2.5544,2.7247,2.79,2.8215,2.94,2.9949,2.993,2.9899,2.987
2015-10-29,2.3683,2.5434,2.7158,2.82,2.8915,3.01,3.0501,3.0501,3.05,3.05
2015-10-30,2.3513,2.548,2.7381,2.84,2.9112,3.02,3.0573,3.059,3.0598,3.06
2015-11-02,2.4032,2.5614,2.7159,2.82,2.9032,3.01,3.055,3.0545,3.0535,3.0525
2015-11-03,2.4284,2.5845,2.7414,2.85,2.9284,3.03,3.08,3.08,3.08,3.08
2015-11-04,2.4312,2.6075,2.7809,2.89,2.9734,3.07,3.1163,3.1289,3.1335,3.1351
2015-11-05,2.4342,2.6099,2.7618,2.87,2.9657,3.08,3.14,3.135,3.1246,3.115
2015-11-06,2.463,2.6186,2.7781,2.88,2.9647,3.08,3.1349,3.1329,3.1287,3.125
2015-11-09,2.5389,2.6887,2.8381,2.95,3.0479,3.18,3.2499,3.2417,3.225,3.2099
2015-11-10,2.555,2.6964,2.8431,2.95,3.0523,3.16,3.1973,3.1989,3.1998,3.2001
2015-11-11,2.5616,2.6978,2.8405,2.94,3.0195,3.11,3.1424,3.1384,3.13,3.1226
2015-11-12,2.5499,2.687,2.8196,2.92,3.0058,3.1,3.14,3.139,3.1369,3.1351
2015-11-13,2.5589,2.6953,2.8329,2.92,2.9836,3.09,3.135,3.1329,3.1287,3.1251
2015-11-16,2.6041,2.7108,2.8314,2.91,2.9792,3.08,3.1307,3.1337,3.1348,3.1352
2015-11-17,2.5911,2.7096,2.8379,2.92,2.9948,3.09,3.1366,3.1341,3.1293,3.1252
2015-11-18,2.5907,2.7156,2.8375,2.93,3.0119,3.11,3.1599,3.1557,3.1474,3.1402
2015-11-19,2.5948,2.7308,2.8638,2.94,3.0021,3.12,3.1798,3.1713,3.1546,3.1402
2015-11-20,2.5764,2.719,2.8573,2.93,2.9786,3.1,3.1648,3.1563,3.1396,3.1251
2015-11-23,2.5849,2.7259,2.8636,2.94,2.9892,3.1,3.1649,3.1574,3.1427,3.1302
2015-11-24,2.5676,2.7094,2.8455,2.91,2.9638,3.08,3.1399,3.1329,3.1192,3.1077
2015-11-25,2.5802,2.725,2.86,2.91,2.941,3.06,3.1299,3.1201,3.1012,3.0853
2015-11-26,2.5639,2.7235,2.8513,2.89,2.909,3.02,3.0899,3.0812,3.0644,3.0503
2015-11-27,2.5738,2.7127,2.8336,2.88,2.9005,3.01,3.0799,3.0756,3.0756,3.0603
2015-11-30,2.5754,2.715,2.8277,2.86,2.8843,2.99,3.0475,3.0458,3.0427,3.0404
2015-12-01,2.5754,2.6881,2.7925,2.85,2.8884,2.99,3.05,3.05,3.05,3.0504
2015-12-02,2.5656,2.6813,2.7885,2.85,2.9003,3.01,3.0649,3.0605,3.052,3.0454
2015-12-03,2.5506,2.6353,2.7152,2.79,2.8656,2.99,3.0449,3.0416,3.0353,3.0304
2015-12-04,2.5351,2.6213,2.7071,2.79,2.8661,2.97,3.0251,3.0251,3.025,3.0254
2015-12-07,2.5201,2.6241,2.7242,2.8,2.8651,2.98,3.0399,3.0371,3.0318,3.028
2015-12-08,2.4911,2.6053,2.7099,2.78,2.8393,2.96,3.0199,3.0154,3.0069,3.0005
2015-12-09,2.4866,2.6014,2.7106,2.77,2.8226,2.94,3.005,3.003,2.9993,2.9968
2015-12-10,2.4841,2.5973,2.7115,2.77,2.8277,2.95,3.0025,3.0022,3.0017,3.0018
2015-12-11,2.4644,2.5853,2.706,2.77,2.8178,2.93,2.9907,2.9919,2.9924,2.9931
2015-12-14,2.4523,2.6006,2.7333,2.79,2.8434,2.97,3.03,3.03,3.03,3.0306
2015-12-15,2.4474,2.6023,2.7387,2.79,2.8263,2.95,3.015,3.015,3.015,3.0157
2015-12-16,2.4028,2.5784,2.7292,2.78,2.82,2.93,2.9907,2.9969,2.9995,3.0007
2015-12-17,2.3907,2.5608,2.6961,2.74,2.7667,2.91,2.99,2.9888,2.9867,2.9857
2015-12-18,2.3647,2.5355,2.666,2.7,2.7344,2.88,2.95,2.9477,2.9434,2.9408
2015-12-21,2.3601,2.4752,2.5836,2.64,2.6996,2.8,2.8653,2.875,2.8789,2.8811
2015-12-22,2.3204,2.4513,2.5761,2.62,2.6629,2.79,2.8529,2.8577,2.8596,2.861
2015-12-23,2.3332,2.4605,2.5722,2.63,2.6794,2.79,2.8415,2.8439,2.8449,2.846
2015-12-24,2.3135,2.4452,2.5603,2.62,2.663,2.76,2.805,2.8038,2.8017,2.801
2015-12-25,2.2946,2.4355,2.5694,2.62,2.6565,2.76,2.8102,2.809,2.8068,2.8061
2015-12-28,2.3076,2.4268,2.5413,2.6,2.6585,2.76,2.805,2.8026,2.7983,2.7961
2015-12-29,2.3076,2.4128,2.5153,2.59,2.66,2.77,2.81,2.8088,2.8066,2.8061
2015-12-30,2.2979,2.4204,2.5395,2.62,2.7014,2.8,2.8399,2.8363,2.8298,2.8261
2015-12-31,2.2979,2.4235,2.5466,2.63,2.7014,2.8,2.8361,2.832,2.8255,2.8212
2016-01-04,2.3479,2.4598,2.5697,2.66,2.7488,2.84,2.8701,2.8701,2.87,2.871
2016-01-05,2.368,2.4944,2.6173,2.71,2.7871,2.87,2.8999,2.8975,2.8931,2.8911
2016-01-06,2.369,2.5038,2.6322,2.7,2.7598,2.85,2.8817,2.8839,2.8849,2.8861
2016-01-07,2.37,2.4928,2.611,2.69,2.7538,2.83,2.8599,2.8574,2.8531,2.8511
2016-01-08,2.3634,2.479,2.5906,2.67,2.7347,2.81,2.8402,2.8389,2.8367,2.8362
2016-01-11,2.3511,2.4683,2.5792,2.64,2.693,2.79,2.8249,2.823,2.8198,2.8187
2016-01-12,2.3054,2.4384,2.5618,2.61,2.662,2.77,2.8048,2.8004,2.7928,2.7887
2016-01-13,2.2804,2.4048,2.5192,2.56,2.6005,2.71,2.7497,2.7434,2.7326,2.7237
2016-01-14,2.2793,2.4043,2.5199,2.56,2.6084,2.73,2.7796,2.772,2.7591,2.7513
2016-01-15,2.2782,2.4336,2.5601,2.6,2.628,2.73,2.7773,2.769,2.7549,2.7464
2016-01-18,2.2618,2.4282,2.565,2.61,2.6431,2.76,2.8094,2.8005,2.7854,2.7764
2016-01-19,2.2724,2.4361,2.577,2.62,2.6643,2.79,2.8392,2.8277,2.8082,2.7964
2016-01-20,2.3105,2.469,2.6063,2.65,2.6934,2.81,2.8542,2.8426,2.8232,2.8114
2016-01-21,2.3006,2.4682,2.5995,2.64,2.6714,2.78,2.8293,2.819,2.8017,2.7914
2016-01-22,2.306,2.4427,2.5647,2.62,2.6657,2.78,2.8144,2.8034,2.7851,2.7741
2016-01-25,2.3109,2.4802,2.6301,2.69,2.7514,2.85,2.8796,2.8737,2.864,2.859
2016-01-26,2.311,2.4759,2.6228,2.7,2.7633,2.85,2.8796,2.8743,2.8657,2.8616
2016-01-27,2.3519,2.4919,2.6209,2.71,2.7994,2.89,2.9196,2.9144,2.9057,2.9016
2016-01-28,2.3608,2.4991,2.624,2.7,2.7814,2.87,2.8973,2.894,2.8886,2.8866
2016-01-29,2.3214,2.4772,2.6149,2.68,2.7492,2.84,2.8695,2.8616,2.8486,2.8419
2016-02-01,2.3109,2.4334,2.5813,2.65,2.7257,2.82,2.8546,2.8472,2.8378,2.8368
2016-02-02,2.3208,2.4465,2.5976,2.67,2.7495,2.87,2.9044,2.8951,2.8835,2.8818
2016-02-03,2.316,2.4475,2.6041,2.67,2.7508,2.87,2.9138,2.9047,2.8934,2.8918
2016-02-04,2.316,2.4269,2.5715,2.65,2.7312,2.85,2.8893,2.878,2.8626,2.855
2016-02-05,2.3259,2.4339,2.5637,2.64,2.7279,2.86,2.8989,2.884,2.8635,2.8535
2016-02-06,2.3268,2.4362,2.5675,2.65,2.7393,2.86,2.898,2.8833,2.8633,2.8535
2016-02-14,2.3018,2.4326,2.578,2.63,2.684,2.79,2.848,2.8392,2.8244,2.8221
2016-02-15,2.3192,2.4585,2.5774,2.62,2.6797,2.82,2.8641,2.8527,2.8388,2.8371
2016-02-16,2.3452,2.4704,2.5659,2.63,2.7089,2.84,2.8789,2.8648,2.8462,2.8376
